name,buy_price,selling_price,min_profit,mean_profitability,tier
MP9 | Hydra (Minimal Wear),11.91,20.9,5.85,False,2
MP9 | Food Chain (Field-Tested),2.99,3.8,0.24,True,5
Sticker | Blue Gem (Glitter),2.92,3.72,0.24,True,5
USP-S | Jawbreaker (Well-Worn),2.98,3.79,0.24,True,5
SSG 08 | Fever Dream (Factory New),2.92,3.72,0.24,True,5
XM1014 | Entombed (Minimal Wear),2.96,3.76,0.24,True,5
Chroma 2 Case,2.78,3.54,0.23,True,5
AWP | Duality (Field-Tested),2.81,3.58,0.23,True,5
AWP | Black Nile (Minimal Wear),2.75,3.5,0.23,True,5
Galil AR | Chromatic Aberration (Field-Tested),2.88,3.66,0.23,True,5
AK-47 | Crossfade (Minimal Wear),2.74,3.49,0.23,True,5
MP7 | Fade (Minimal Wear),2.77,3.53,0.23,True,5
"Music Kit | Denzel Curry, ULTIMATE",2.81,3.58,0.23,True,5
MP5-SD | Phosphor (Field-Tested),2.85,3.62,0.23,True,5
Gamma 2 Case,2.76,3.51,0.22,True,5
Zeus x27 | Olympus (Field-Tested),2.77,3.52,0.22,True,5
AK-47 | Slate (Well-Worn),2.58,3.29,0.22,True,5
Spectrum Case,2.47,3.15,0.21,True,5
Operation Phoenix Weapon Case,2.65,3.37,0.21,True,5
Glock-18 | Vogue (Field-Tested),2.59,3.3,0.21,True,5
Stockholm 2021 Challengers Sticker Capsule,2.58,3.28,0.21,True,5
"Music Kit | bbno$, u mad!",2.53,3.22,0.21,True,5
StatTrak™ Glock-18 | Umbral Rabbit (Factory New),4.29,5.29,0.21,True,5
M4A4 | Tooth Fairy (Field-Tested),2.51,3.19,0.2,True,5
AWP | Mortis (Field-Tested),2.47,3.14,0.2,True,5
StatTrak™ M4A1-S | Night Terror (Minimal Wear),2.5,3.18,0.2,True,5
USP-S | Black Lotus (Minimal Wear),2.48,3.15,0.2,True,5
M4A1-S | Glitched Paint (Field-Tested),3.64,4.49,0.18,True,5
Sticker | BIG (Holo) | Antwerp 2022,2.8,3.46,0.14,True,5
AK-47 | Slate (Battle-Scarred),2.3,3.09,0.33,True,6
StatTrak™ Glock-18 | Moonrise (Minimal Wear),2.33,3.13,0.33,True,6
P2000 | Wicked Sick (Field-Tested),2.28,3.06,0.32,True,6
StatTrak™ AK-47 | Uncharted (Minimal Wear),2.31,3.09,0.32,True,6
Stockholm 2021 Mirage Souvenir Package,2.23,2.99,0.31,True,6
FAMAS | ZX Spectron (Field-Tested),2.2,2.95,0.31,True,6
USP-S | Cortex (Well-Worn),2.2,2.94,0.3,True,6
AWP | Worm God (Minimal Wear),1.49,2.09,0.29,True,6
Sticker | Combine Helmet (Holo),0.78,1.26,0.29,True,6
StatTrak™ SSG 08 | Fever Dream (Field-Tested),1.36,1.91,0.26,True,6
AK-47 | Safety Net (Field-Tested),1.75,2.35,0.25,True,6
Glock-18 | Block-18 (Factory New),1.75,2.35,0.25,True,6
StatTrak™ Galil AR | Signal (Minimal Wear),1.32,1.85,0.25,True,6
Galil AR | Stone Cold (Field-Tested),1.25,1.75,0.24,True,6
MP7 | Guerrilla (Field-Tested),0.57,0.95,0.24,True,6
Copenhagen 2024 Mirage Souvenir Package,1.75,2.34,0.24,True,6
P250 | Supernova (Factory New),1.73,2.32,0.24,True,6
Glock-18 | Teal Graf (Factory New),1.28,1.79,0.24,True,6
Sticker | Hypnoteyes (Holo),1.09,1.53,0.21,True,6
UMP-45 | Wild Child (Field-Tested),2.42,3.09,0.21,True,6
P250 | Nevermore (Factory New),1.46,1.96,0.21,True,6
SSG 08 | Zeno (Factory New),1.46,1.96,0.21,True,6
Chroma 3 Case,2.43,3.09,0.2,True,6
Community Sticker Capsule 1,1.07,1.5,0.2,True,6
FAMAS | Valence (Field-Tested),2.43,3.09,0.2,True,6
Anubis Collection Package,2.3,2.93,0.19,True,6
P250 | Visions (Field-Tested),2.31,2.94,0.19,True,6
M4A1-S | Night Terror (Factory New),2.28,2.9,0.19,True,6
Sawed-Off | Kiss♥Love (Field-Tested),2.33,2.97,0.19,True,6
XM1014 | Entombed (Field-Tested),2.32,2.95,0.19,True,6
AWP | Atheris (Well-Worn),2.3,2.93,0.19,True,6
MP9 | Ruby Poison Dart (Minimal Wear),1.35,1.81,0.19,True,6
Operation Wildfire Case,2.16,2.75,0.18,True,6
Paris 2023 Anubis Souvenir Package,1.35,1.8,0.18,True,6
Revolver Case,2.14,2.73,0.18,True,6
Stockholm 2021 Contenders Sticker Capsule,2.17,2.76,0.18,True,6
Desert Eagle | Serpent Strike (Factory New),2.29,2.91,0.18,True,6
StatTrak™ Glock-18 | Umbral Rabbit (Minimal Wear),2.06,2.63,0.18,True,6
StatTrak™ USP-S | Ticket to Hell (Minimal Wear),2.19,2.79,0.18,True,6
SG 553 | Dragon Tech (Factory New),1.29,1.73,0.18,True,6
Five-SeveN | Hybrid (Minimal Wear),0.78,1.13,0.18,True,6
Five-SeveN | Urban Hazard (Factory New),2.15,2.74,0.18,True,6
P250 | Vino Primo (Field-Tested),0.75,1.09,0.18,True,6
Galil AR | Signal (Factory New),1.33,1.78,0.18,True,6
AWP | Atheris (Battle-Scarred),2.16,2.75,0.18,True,6
Spectrum 2 Case,2.07,2.63,0.17,True,6
AK-47 | Elite Build (Minimal Wear),2.12,2.7,0.17,True,6
Glock-18 | Moonrise (Factory New),2.18,2.77,0.17,True,6
USP-S | Tropical Breeze (Minimal Wear),2.12,2.69,0.17,True,6
Nova | Wurst Hölle (Minimal Wear),0.71,1.03,0.17,True,6
P90 | Neoqueen (Factory New),1.21,1.62,0.17,True,6
Sawed-Off | Analog Input (Factory New),1.18,1.59,0.17,True,6
Sticker | Mister Chief,0.37,0.63,0.17,True,6
MP7 | Tall Grass (Field-Tested),1.95,2.49,0.17,True,6
Glock-18 | Candy Apple (Factory New),1.93,2.46,0.16,True,6
Antwerp 2022 Contenders Autograph Capsule,0.22,0.45,0.16,True,6
R8 Revolver | Amber Fade (Factory New),1.19,1.59,0.16,True,6
P250 | Franklin (Field-Tested),1.01,1.38,0.16,True,6
Budapest 2025 Challengers Sticker Capsule,0.55,0.83,0.16,True,6
USP-S | Torque (Factory New),1.19,1.59,0.16,True,6
StatTrak™ USP-S | PC-GRN (Minimal Wear),1.11,1.5,0.16,True,6
M4A4 | Evil Daimyo (Field-Tested),1.88,2.4,0.16,True,6
PP-Bizon | Space Cat (Factory New),1.15,1.54,0.16,True,6
Sawed-Off | Analog Input (Minimal Wear),0.55,0.83,0.16,True,6
R8 Revolver | Amber Fade (Minimal Wear),0.98,1.33,0.15,True,6
Sticker | Mastermind (Holo),1.8,2.29,0.15,True,6
AK-47 | Steel Delta (Field-Tested),0.93,1.27,0.15,True,6
Tec-9 | Mummy's Rot (Field-Tested),0.28,0.51,0.15,True,6
Berlin 2019 Returning Challengers (Holo-Foil),1.8,2.3,0.15,True,6
MP5-SD | Liquidation (Factory New),0.43,0.68,0.15,True,6
Glock-18 | Umbral Rabbit (Factory New),1.75,2.23,0.15,True,6
Galil AR | Rocket Pop (Field-Tested),0.54,0.81,0.15,True,6
MAC-10 | Light Box (Factory New),0.53,0.8,0.15,True,6
Budapest 2025 Contenders Autograph Capsule,0.68,0.96,0.14,True,6
Budapest 2025 Challengers Autograph Capsule,0.68,0.96,0.14,True,6
M4A4 | Urban DDPAT (Minimal Wear),0.43,0.67,0.14,True,6
Sticker | s1mple (Holo) | Stockholm 2021,1.72,2.19,0.14,True,6
Nova | Wurst Hölle (Field-Tested),0.24,0.45,0.14,True,6
P90 | Wave Breaker (Minimal Wear),0.71,1.0,0.14,True,6
StatTrak™ Desert Eagle | Blue Ply (Minimal Wear),1.65,2.1,0.14,True,6
Zeus x27 | Tosai (Minimal Wear),0.57,0.83,0.14,True,6
Dual Berettas | Flora Carnivora (Minimal Wear),0.63,0.9,0.14,True,6
StatTrak™ M4A4 | Magnesium (Field-Tested),0.74,1.04,0.14,True,6
FAMAS | Yeti Camo (Field-Tested),0.6,0.87,0.14,True,6
AK-47 | Elite Build (Well-Worn),0.81,1.12,0.14,True,6
MP5-SD | Kitbash (Minimal Wear),0.41,0.65,0.14,True,6
Galil AR | Metallic Squeezer (Minimal Wear),0.42,0.66,0.14,True,6
Rio 2022 Contenders Sticker Capsule,0.1,0.27,0.13,True,6
Copenhagen 2024 Contenders Autograph Capsule,0.1,0.27,0.13,True,6
Paris 2023 Mirage Souvenir Package,1.66,2.11,0.13,True,6
Sticker | Enemy Spotted (Holo),1.53,1.95,0.13,True,6
Sticker | Fluxo (Holo) | Paris 2023,1.54,1.96,0.13,True,6
Galil AR | Control (Minimal Wear),0.64,0.91,0.13,True,6
Desert Eagle | Light Rail (Field-Tested),0.48,0.72,0.13,True,6
P250 | Nevermore (Minimal Wear),0.66,0.93,0.13,True,6
M249 | Downtown (Field-Tested),0.16,0.34,0.13,True,6
SSG 08 | Mainframe 001 (Factory New),0.54,0.79,0.13,True,6
Rio 2022 Champions Autograph Capsule,0.1,0.27,0.13,True,6
MAG-7 | Monster Call (Minimal Wear),0.58,0.84,0.13,True,6
P90 | Vent Rush (Minimal Wear),0.43,0.66,0.13,True,6
Galil AR | Signal (Minimal Wear),0.52,0.77,0.13,True,6
Tec-9 | Brother (Minimal Wear),0.56,0.81,0.13,True,6
Name Tag,1.48,1.88,0.12,True,6
Desert Eagle | Heat Treated (Field-Tested),1.49,1.9,0.12,True,6
Rio 2022 Legends Sticker Capsule,0.06,0.21,0.12,True,6
USP-S | Desert Tactical (Minimal Wear),0.08,0.23,0.12,True,6
SSG 08 | Fever Dream (Field-Tested),0.4,0.61,0.12,True,6
Sticker | Imperial Esports (Glitter) | Copenhagen 2024,0.48,0.71,0.12,True,6
MP7 | Cirrus (Field-Tested),0.29,0.48,0.12,True,6
Glock-18 | Block-18 (Field-Tested),0.27,0.46,0.12,True,6
Five-SeveN | Hybrid (Field-Tested),0.25,0.44,0.12,True,6
Galil AR | Rocket Pop (Minimal Wear),1.55,1.97,0.12,True,6
Antwerp 2022 Challengers Autograph Capsule,0.06,0.21,0.12,True,6
Shanghai 2024 Contenders Autograph Capsule,0.11,0.27,0.12,True,6
Sticker | Natus Vincere (Glitter) | Antwerp 2022,0.06,0.21,0.12,True,6
StatTrak™ USP-S | PC-GRN (Field-Tested),0.44,0.66,0.12,True,6
Glock-18 | Teal Graf (Field-Tested),0.2,0.38,0.12,True,6
P90 | Vent Rush (Field-Tested),0.18,0.35,0.12,True,6
StatTrak™ SSG 08 | Abyss (Minimal Wear),1.56,1.98,0.12,True,6
P250 | Constructivist (Factory New),0.13,0.3,0.12,True,6
Sticker | Ribbon Tie,0.3,0.49,0.12,True,6
Galil AR | Destroyer (Factory New),0.14,0.31,0.12,True,6
Falchion Case,0.93,1.22,0.11,True,6
Gallery Case,0.81,1.08,0.11,True,6
M4A1-S | Solitude (Field-Tested),1.45,1.84,0.11,True,6
Sealed Genesis Terminal,0.19,0.35,0.11,True,6
Shadow Case,1.04,1.35,0.11,True,6
SSG 08 | Acid Fade (Factory New),0.48,0.69,0.11,True,6
Shanghai 2024 Legends Autograph Capsule,0.12,0.27,0.11,True,6
Antwerp 2022 Legends Autograph Capsule,0.08,0.22,0.11,True,6
SSG 08 | Mainframe 001 (Minimal Wear),0.01,0.14,0.11,True,6
MAC-10 | Sakkaku (Field-Tested),0.59,0.82,0.11,True,6
StatTrak™ USP-S | Ticket to Hell (Field-Tested),1.11,1.43,0.11,True,6
Operation Hydra Case Key,1.16,1.49,0.11,True,6
M4A4 | Converter (Factory New),1.38,1.75,0.11,True,6
MAC-10 | Allure (Minimal Wear),0.59,0.82,0.11,True,6
Paris 2023 Vertigo Souvenir Package,1.3,1.66,0.11,True,6
Sticker | Web Stuck (Holo),1.39,1.76,0.11,True,6
Sticker | Boom Trail (Glitter),0.14,0.29,0.11,True,6
SSG 08 | Fever Dream (Minimal Wear),1.32,1.68,0.11,True,6
Copenhagen 2024 Champions Autograph Capsule,0.12,0.27,0.11,True,6
Tec-9 | Red Quartz (Factory New),0.14,0.29,0.11,True,6
MAC-10 | Allure (Field-Tested),0.2,0.37,0.11,True,6
P250 | Small Game (Field-Tested),0.27,0.45,0.11,True,6
Sticker | donk | Austin 2025,0.2,0.36,0.11,True,6
Galil AR | Metallic Squeezer (Field-Tested),0.23,0.4,0.11,True,6
Sticker | FURIA (Holo) | 2020 RMR,0.03,0.16,0.11,True,6
Glock-18 | Moonrise (Field-Tested),0.37,0.56,0.11,True,6
AWP | Worm God (Field-Tested),1.32,1.68,0.11,True,6
R8 Revolver | Crazy 8 (Field-Tested),0.2,0.36,0.11,True,6
SSG 08 | Memorial (Minimal Wear),0.02,0.15,0.11,True,6
MAG-7 | Monster Call (Field-Tested),0.2,0.36,0.11,True,6
Nova | Yorkshire (Field-Tested),0.33,0.52,0.11,True,6
CZ75-Auto | Distressed (Field-Tested),0.03,0.16,0.11,True,6
Glock-18 | Weasel (Field-Tested),0.64,0.88,0.11,True,6
SSG 08 | Abyss (Minimal Wear),0.46,0.67,0.11,True,6
SG 553 | Dragon Tech (Minimal Wear),0.41,0.61,0.11,True,6
Nova | Yorkshire (Well-Worn),0.26,0.44,0.11,True,6
Sticker | Perfect World (Glitter) | Shanghai 2024,0.08,0.22,0.11,True,6
Sticker | Eternal Fire (Glitter) | Antwerp 2022,1.36,1.73,0.11,True,6
SSG 08 | Halftone Whorl (Minimal Wear),0.19,0.35,0.11,True,6
MP9 | Modest Threat (Field-Tested),0.03,0.16,0.11,True,6
USP-S | Lead Conduit (Minimal Wear),1.2,1.54,0.11,True,6
Austin 2025 Legends Sticker Capsule,0.1,0.23,0.1,True,6
Austin 2025 Contenders Sticker Capsule,0.21,0.37,0.1,True,6
Antwerp 2022 Challengers Sticker Capsule,0.16,0.31,0.1,True,6
CS20 Case,0.81,1.07,0.1,True,6
Snakebite Case,0.42,0.61,0.1,True,6
PP-Bizon | Cold Cell (Factory New),0.07,0.2,0.1,True,6
Stockholm 2021 Legends Sticker Capsule,1.29,1.64,0.1,True,6
Paris 2023 Champions Autograph Capsule,0.03,0.15,0.1,True,6
Paris 2023 Legends Autograph Capsule,0.01,0.13,0.1,True,6
Budapest 2025 Legends Sticker Capsule,0.61,0.84,0.1,True,6
Antwerp 2022 Contenders Sticker Capsule,0.29,0.46,0.1,True,6
Prisma 2 Case,0.93,1.21,0.1,True,6
Dreams & Nightmares Case,1.01,1.31,0.1,True,6
Fever Case,0.47,0.67,0.1,True,6
Desert Eagle | Tilted (Minimal Wear),0.63,0.86,0.1,True,6
Desert Eagle | Tilted (Field-Tested),0.05,0.18,0.1,True,6
M4A1-S | Mud-Spec (Field-Tested),0.03,0.15,0.1,True,6
Danger Zone Case,0.88,1.15,0.1,True,6
Copenhagen 2024 Legends Sticker Capsule,0.27,0.43,0.1,True,6
Copenhagen 2024 Contenders Sticker Capsule,0.34,0.52,0.1,True,6
Copenhagen 2024 Challengers Sticker Capsule,0.6,0.82,0.1,True,6
Clutch Case,0.53,0.74,0.1,True,6
Fracture Case,0.34,0.52,0.1,True,6
Prisma Case,0.9,1.18,0.1,True,6
2020 RMR Legends,0.11,0.25,0.1,True,6
Recoil Case,0.16,0.31,0.1,True,6
Revolution Case,0.16,0.3,0.1,True,6
Horizon Case,0.96,1.25,0.1,True,6
Sticker | Stone Scales,0.03,0.15,0.1,True,6
Austin 2025 Challengers Sticker Capsule,0.16,0.31,0.1,True,6
Desert Eagle | Heat Treated (Battle-Scarred),1.02,1.32,0.1,True,6
MP5-SD | Neon Squeezer (Field-Tested),0.04,0.17,0.1,True,6
USP-S | Alpine Camo (Field-Tested),0.62,0.85,0.1,True,6
Copenhagen 2024 Legends Autograph Capsule,0.24,0.4,0.1,True,6
M4A1-S | Night Terror (Field-Tested),0.37,0.55,0.1,True,6
Sticker | Evil Geniuses (Holo) | 2020 RMR,0.01,0.13,0.1,True,6
Rio 2022 Challengers Sticker Capsule,0.09,0.22,0.1,True,6
M4A1-S | Emphorosaur-S (Minimal Wear),0.82,1.08,0.1,True,6
Stockholm 2021 Champions Autograph Capsule,0.39,0.58,0.1,True,6
M4A1-S | Emphorosaur-S (Field-Tested),0.27,0.44,0.1,True,6
Antwerp 2022 Champions Autograph Capsule,0.14,0.28,0.1,True,6
R8 Revolver | Amber Fade (Field-Tested),1.03,1.33,0.1,True,6
USP-S | Ticket to Hell (Field-Tested),0.32,0.5,0.1,True,6
AK-47 | Olive Polycam (Factory New),0.5,0.71,0.1,True,6
USP-S | Alpine Camo (Minimal Wear),1.17,1.5,0.1,True,6
Antwerp 2022 Legends Sticker Capsule,0.29,0.46,0.1,True,6
Charm | Pinch O' Salt,0.07,0.2,0.1,True,6
Glock-18 | Candy Apple (Minimal Wear),0.8,1.06,0.1,True,6
Austin 2025 Champions Autograph Capsule,0.3,0.47,0.1,True,6
AWP | Capillary (Field-Tested),0.21,0.36,0.1,True,6
Sticker | Scorch Loop (Reverse),0.01,0.13,0.1,True,6
Rio 2022 Legends Autograph Capsule,0.19,0.34,0.1,True,6
Negev | Ultralight (Minimal Wear),0.01,0.13,0.1,True,6
Sticker | Liquid (Holo) | 2020 RMR,0.06,0.19,0.1,True,6
SSG 08 | Zeno (Field-Tested),0.29,0.46,0.1,True,6
StatTrak™ M4A1-S | Night Terror (Field-Tested),1.26,1.6,0.1,True,6
USP-S | Tropical Breeze (Field-Tested),1.17,1.5,0.1,True,6
Charm | Lil' Ava,0.02,0.14,0.1,True,6
Charm | Lil' Crass,0.06,0.19,0.1,True,6
Sticker | Winding Scorch,0.08,0.21,0.1,True,6
AWP | Acheron (Minimal Wear),0.72,0.96,0.1,True,6
Charm | Big Kev,0.08,0.21,0.1,True,6
Sawed-Off | Spirit Board (Minimal Wear),0.01,0.13,0.1,True,6
Sticker | Drug War Veteran,0.64,0.87,0.1,True,6
SG 553 | Danger Close (Field-Tested),0.01,0.13,0.1,True,6
MAC-10 | Ensnared (Minimal Wear),0.02,0.14,0.1,True,6
"Sticker | donk (Glitter, Champion) | Shanghai 2024",0.18,0.33,0.1,True,6
Desert Eagle | Serpent Strike (Minimal Wear),0.71,0.95,0.1,True,6
Galil AR | Connexion (Field-Tested),0.19,0.34,0.1,True,6
Glock-18 | Ocean Topo (Factory New),0.74,0.99,0.1,True,6
Desert Eagle | Trigger Discipline (Minimal Wear),1.26,1.6,0.1,True,6
Sticker | High Heat,0.62,0.85,0.1,True,6
M4A4 | Turbine (Field-Tested),0.84,1.11,0.1,True,6
Sticker | Quick Peek,0.04,0.17,0.1,True,6
M4A4 | Choppa (Minimal Wear),0.05,0.18,0.1,True,6
Desert Eagle | Trigger Discipline (Field-Tested),0.36,0.54,0.1,True,6
MAC-10 | Candy Apple (Factory New),0.22,0.38,0.1,True,6
M4A1-S | Wash me plz (Minimal Wear),0.1,0.24,0.1,True,6
AWP | Capillary (Minimal Wear),0.49,0.7,0.1,True,6
AWP | Pit Viper (Minimal Wear),0.85,1.12,0.1,True,6
AWP | Acheron (Field-Tested),0.21,0.36,0.1,True,6
XM1014 | Mockingbird (Minimal Wear),0.01,0.13,0.1,True,6
M4A1-S | Night Terror (Minimal Wear),0.68,0.92,0.1,True,6
P90 | Neoqueen (Field-Tested),0.23,0.39,0.1,True,6
Desert Eagle | Meteorite (Factory New),0.91,1.19,0.1,True,6
Charm | Hot Sauce,0.1,0.24,0.1,True,6
Glock-18 | Umbral Rabbit (Minimal Wear),0.58,0.8,0.1,True,6
SG 553 | Cyberforce (Minimal Wear),0.01,0.13,0.1,True,6
Glock-18 | Umbral Rabbit (Field-Tested),0.21,0.36,0.1,True,6
Sawed-Off | Analog Input (Field-Tested),0.25,0.41,0.1,True,6
USP-S | PC-GRN (Minimal Wear),0.09,0.22,0.1,True,6
Dual Berettas | Cobalt Quartz (Factory New),0.31,0.48,0.1,True,6
Five-SeveN | Scrawl (Minimal Wear),0.02,0.14,0.1,True,6
Glock-18 | Moonrise (Minimal Wear),0.95,1.24,0.1,True,6
Sticker | SAW (Glitter) | Copenhagen 2024,0.67,0.91,0.1,True,6
M4A4 | Poly Mag (Minimal Wear),0.02,0.14,0.1,True,6
PP-Bizon | Runic (Minimal Wear),0.01,0.13,0.1,True,6
P90 | Wash me (Factory New),0.16,0.31,0.1,True,6
G3SG1 | Dream Glade (Field-Tested),0.31,0.48,0.1,True,6
USP-S | PC-GRN (Factory New),0.94,1.22,0.1,True,6
MAC-10 | Saibā Oni (Field-Tested),0.6,0.82,0.1,True,6
MAG-7 | Foresight (Minimal Wear),0.01,0.13,0.1,True,6
Glock-18 | Block-18 (Minimal Wear),0.72,0.97,0.1,True,6
MP9 | Nexus (Minimal Wear),0.04,0.16,0.1,True,6
Dual Berettas | Flora Carnivora (Field-Tested),0.2,0.35,0.1,True,6
M4A4 | Magnesium (Field-Tested),0.11,0.25,0.1,True,6
Tec-9 | Tiger Stencil (Factory New),0.06,0.19,0.1,True,6
Negev | Wall Bang (Minimal Wear),0.01,0.13,0.1,True,6
Glock-18 | Oxide Blaze (Field-Tested),0.02,0.14,0.1,True,6
AK-47 | Uncharted (Minimal Wear),0.53,0.74,0.1,True,6
Sticker | Boom Detonation (Glitter),0.06,0.19,0.1,True,6
Sticker | Enemy Spotted,0.04,0.16,0.1,True,6
P2000 | Sure Grip (Minimal Wear),0.01,0.13,0.1,True,6
Sticker | Web Stuck,0.32,0.5,0.1,True,6
P90 | Wave Breaker (Field-Tested),0.24,0.4,0.1,True,6
USP-S | Check Engine (Minimal Wear),0.55,0.76,0.1,True,6
StatTrak™ AWP | Capillary (Field-Tested),1.21,1.54,0.1,True,6
Desert Eagle | Serpent Strike (Field-Tested),0.25,0.41,0.1,True,6
Desert Eagle | Light Rail (Minimal Wear),1.17,1.49,0.1,True,6
MAC-10 | Light Box (Minimal Wear),0.02,0.14,0.1,True,6
Galil AR | Control (Field-Tested),0.24,0.4,0.1,True,6
Galil AR | Connexion (Minimal Wear),0.47,0.67,0.1,True,6
MP5-SD | Necro Jr. (Minimal Wear),0.01,0.13,0.1,True,6
Nova | Candy Apple (Factory New),0.04,0.17,0.1,True,6
Sticker | Mastermind,0.01,0.13,0.1,True,6
MP5-SD | Kitbash (Field-Tested),0.2,0.35,0.1,True,6
Sticker | Shattered Web,0.1,0.24,0.1,True,6
Sticker | Bolt Strike,0.04,0.16,0.1,True,6
Five-SeveN | Midnight Paintover (Factory New),0.15,0.29,0.1,True,6
AWP | Pit Viper (Field-Tested),0.35,0.53,0.1,True,6
StatTrak™ Glock-18 | Moonrise (Field-Tested),0.93,1.21,0.1,True,6
SSG 08 | Azure Glyph (Minimal Wear),0.1,0.24,0.1,True,6
AK-47 | Uncharted (Field-Tested),0.3,0.47,0.1,True,6
USP-S | Black Lotus (Field-Tested),1.14,1.46,0.1,True,6
M4A4 | Magnesium (Minimal Wear),0.55,0.76,0.1,True,6
MP9 | Featherweight (Minimal Wear),0.01,0.13,0.1,True,6
SSG 08 | Dezastre (Minimal Wear),0.01,0.13,0.1,True,6
Tec-9 | Rebel (Minimal Wear),0.01,0.13,0.1,True,6
Tec-9 | Ice Cap (Factory New),0.69,0.93,0.1,True,6
Sawed-Off | Black Sand (Field-Tested),0.01,0.13,0.1,True,6
P2000 | Lifted Spirits (Minimal Wear),0.01,0.13,0.1,True,6
Sticker | Virtus.pro (Holo) | 2020 RMR,0.11,0.25,0.1,True,6
Galil AR | NV (Field-Tested),0.04,0.17,0.1,True,6
Sticker | 9z Team | Antwerp 2022,0.06,0.19,0.1,True,6
PP-Bizon | Night Ops (Factory New),0.05,0.18,0.1,True,6
MAG-7 | Insomnia (Minimal Wear),0.01,0.13,0.1,True,6
Sticker | Twistzz (Glitter) | Rio 2022,0.14,0.28,0.1,True,6
Sticker | donk | Copenhagen 2024,0.2,0.35,0.1,True,6
P250 | Small Game (Minimal Wear),0.52,0.73,0.1,True,6
UMP-45 | Riot (Field-Tested),0.23,0.39,0.1,True,6
P250 | Nevermore (Field-Tested),0.54,0.75,0.1,True,6
MP9 | Modest Threat (Minimal Wear),0.02,0.14,0.1,True,6
M4A1-S | VariCamo (Field-Tested),0.03,0.15,0.1,True,6
SSG 08 | Memorial (Factory New),0.67,0.91,0.1,True,6
P250 | X-Ray (Minimal Wear),0.2,0.35,0.1,True,6
CZ75-Auto | Circaetus (Field-Tested),0.04,0.17,0.1,True,6
AK-47 | VariCamo Grey (Factory New),0.98,1.27,0.1,True,6
Kilowatt Case,0.11,0.24,0.09,True,6
USP-S | Ticket to Hell (Minimal Wear),0.8,1.05,0.09,True,6
Sticker | Flex,0.96,1.24,0.09,True,6
M4A1-S | Nitro (Minimal Wear),0.68,0.91,0.09,True,6
Budapest 2025 Contenders Sticker Capsule,0.57,0.78,0.09,True,6
Charm | Whittle Knife,0.05,0.17,0.09,True,6
AK-47 | Olive Polycam (Minimal Wear),0.05,0.17,0.09,True,6
M4A1-S | Nitro (Field-Tested),0.17,0.31,0.09,True,6
Charm | Baby's AK,0.22,0.37,0.09,True,6
Sticker | Rainbow Route (Holo),1.18,1.5,0.09,True,6
Charm | Lil' SAS,0.22,0.37,0.09,True,6
Desert Eagle | Blue Ply (Field-Tested),0.12,0.25,0.09,True,6
Stockholm 2021 Finalists Autograph Capsule,0.33,0.5,0.09,True,6
StatTrak™ Glock-18 | Umbral Rabbit (Field-Tested),0.56,0.77,0.09,True,6
MP7 | Just Smile (Field-Tested),0.28,0.44,0.09,True,6
P250 | Re.built (Minimal Wear),0.01,0.12,0.09,True,6
Sticker | Jame (Glitter) | Rio 2022,0.17,0.31,0.09,True,6
